support,itemsets
0.05891933333333333,"frozenset({'汽车用品', '电子产品'})"
0.015776903703703705,"frozenset({'汽车用品', '运动户外'})"
0.018756014814814814,"frozenset({'汽车用品', '银联'})"
0.058970777777777775,"frozenset({'汽车用品', '食品'})"
0.02860082222222222,"frozenset({'现金', '玩具'})"
0.0903066,"frozenset({'电子产品', '玩具'})"
0.024227651851851852,"frozenset({'运动户外', '玩具'})"
0.028597503703703703,"frozenset({'银联', '玩具'})"
0.09033748148148148,"frozenset({'食品', '玩具'})"
0.06918071851851852,"frozenset({'电子产品', '现金'})"
0.018997274074074075,"frozenset({'现金', '运动户外'})"
0.06920894814814815,"frozenset({'现金', '食品'})"
0.05975159259259259,"frozenset({'电子产品', '运动户外'})"
0.06917159259259259,"frozenset({'电子产品', '银联'})"
0.2212706222222222,"frozenset({'电子产品', '食品'})"
0.01899657037037037,"frozenset({'银联', '运动户外'})"
0.059815503703703705,"frozenset({'食品', '运动户外'})"
0.0692426962962963,"frozenset({'食品', '银联'})"
0.016307762962962963,"frozenset({'家居', '服装', '云闪付'})"
0.016214222222222224,"frozenset({'家居', '电子产品', '云闪付'})"
0.016228014814814815,"frozenset({'家居', '食品', '云闪付'})"
0.01298631111111111,"frozenset({'玩具', '服装', '云闪付'})"
0.0317848,"frozenset({'电子产品', '服装', '云闪付'})"
0.03180699259259259,"frozenset({'服装', '食品', '云闪付'})"
0.012890037037037037,"frozenset({'玩具', '电子产品', '云闪付'})"
0.012905088888888888,"frozenset({'玩具', '食品', '云闪付'})"
0.03161571851851852,"frozenset({'电子产品', '食品', '云闪付'})"
0.016311037037037037,"frozenset({'信用卡', '服装', '家居'})"
0.01620965185185185,"frozenset({'信用卡', '电子产品', '家居'})"
0.016239703703703704,"frozenset({'信用卡', '食品', '家居'})"
0.012971177777777778,"frozenset({'信用卡', '服装', '玩具'})"
0.03177774074074074,"frozenset({'信用卡', '电子产品', '服装'})"
0.03181905925925926,"frozenset({'信用卡', '服装', '食品'})"
0.012900844444444445,"frozenset({'信用卡', '电子产品', '玩具'})"
0.012909948148148147,"frozenset({'信用卡', '食品', '玩具'})"
0.03162804444444445,"frozenset({'信用卡', '电子产品', '食品'})"
0.016328711111111113,"frozenset({'服装', '家居', '储蓄卡'})"
0.01621265185185185,"frozenset({'电子产品', '家居', '储蓄卡'})"
0.016231555555555555,"frozenset({'食品', '家居', '储蓄卡'})"
0.012986081481481481,"frozenset({'服装', '玩具', '储蓄卡'})"
0.031801214814814814,"frozenset({'电子产品', '服装', '储蓄卡'})"
0.03181394814814815,"frozenset({'服装', '食品', '储蓄卡'})"
0.01290745925925926,"frozenset({'电子产品', '玩具', '储蓄卡'})"
0.012906303703703704,"frozenset({'食品', '玩具', '储蓄卡'})"
0.03161797777777778,"frozenset({'电子产品', '食品', '储蓄卡'})"
0.013177792592592592,"frozenset({'办公', '服装', '家居'})"
0.013084688888888888,"frozenset({'电子产品', '办公', '家居'})"
0.013098733333333333,"frozenset({'办公', '食品', '家居'})"
0.010428022222222222,"frozenset({'办公', '服装', '玩具'})"
0.026515577777777778,"frozenset({'电子产品', '办公', '服装'})"
0.026540992592592592,"frozenset({'办公', '服装', '食品'})"
0.010345888888888889,"frozenset({'电子产品', '办公', '玩具'})"
0.010358562962962963,"frozenset({'办公', '食品', '玩具'})"
0.026360362962962965,"frozenset({'电子产品', '办公', '食品'})"
0.016303711111111112,"frozenset({'微信支付', '服装', '家居'})"
0.01620831851851852,"frozenset({'电子产品', '微信支付', '家居'})"
0.01622796296296296,"frozenset({'微信支付', '食品', '家居'})"
0.016307096296296297,"frozenset({'服装', '支付宝', '家居'})"
0.016208044444444444,"frozenset({'电子产品', '支付宝', '家居'})"
0.016219674074074073,"frozenset({'食品', '支付宝', '家居'})"
0.0129794,"frozenset({'服装', '母婴', '家居'})"
0.012605392592592593,"frozenset({'汽车用品', '服装', '家居'})"
0.019500140740740742,"frozenset({'家居', '服装', '玩具'})"
0.01632477037037037,"frozenset({'服装', '现金', '家居'})"
0.04949925925925926,"frozenset({'电子产品', '服装', '家居'})"
0.012796333333333333,"frozenset({'运动户外', '服装', '家居'})"
0.01631002962962963,"frozenset({'服装', '银联', '家居'})"
0.049568362962962964,"frozenset({'服装', '食品', '家居'})"
0.012889518518518519,"frozenset({'电子产品', '母婴', '家居'})"
0.012884044444444444,"frozenset({'母婴', '食品', '家居'})"
0.0125332,"frozenset({'汽车用品', '电子产品', '家居'})"
0.012547148148148148,"frozenset({'汽车用品', '食品', '家居'})"
0.019355437037037036,"frozenset({'家居', '电子产品', '玩具'})"
0.019377392592592593,"frozenset({'家居', '食品', '玩具'})"
0.016218962962962963,"frozenset({'电子产品', '现金', '家居'})"
0.01623042962962963,"frozenset({'现金', '家居', '食品'})"
0.012710214814814816,"frozenset({'家居', '电子产品', '运动户外'})"
0.016206748148148147,"frozenset({'电子产品', '银联', '家居'})"
0.04923488888888889,"frozenset({'电子产品', '食品', '家居'})"
0.012725118518518519,"frozenset({'运动户外', '食品', '家居'})"
0.01623988888888889,"frozenset({'食品', '银联', '家居'})"
0.012991414814814814,"frozenset({'微信支付', '服装', '玩具'})"
0.03176825185185185,"frozenset({'电子产品', '服装', '微信支付'})"
0.0317988,"frozenset({'微信支付', '服装', '食品'})"
0.012909851851851851,"frozenset({'电子产品', '微信支付', '玩具'})"
0.012912866666666667,"frozenset({'微信支付', '食品', '玩具'})"
0.03159928148148148,"frozenset({'电子产品', '食品', '微信支付'})"
0.012985725925925926,"frozenset({'服装', '支付宝', '玩具'})"
0.031768,"frozenset({'电子产品', '服装', '支付宝'})"
0.031784385185185185,"frozenset({'服装', '食品', '支付宝'})"
0.012902925925925925,"frozenset({'电子产品', '支付宝', '玩具'})"
0.012920866666666666,"frozenset({'食品', '支付宝', '玩具'})"
0.031616081481481484,"frozenset({'电子产品', '食品', '支付宝'})"
0.010270362962962963,"frozenset({'服装', '母婴', '玩具'})"
0.026152318518518517,"frozenset({'电子产品', '服装', '母婴'})"
0.02613448888888889,"frozenset({'服装', '母婴', '食品'})"
0.025399496296296297,"frozenset({'汽车用品', '服装', '电子产品'})"
0.025439237037037037,"frozenset({'汽车用品', '服装', '食品'})"
0.012976185185185184,"frozenset({'服装', '现金', '玩具'})"
0.03920419259259259,"frozenset({'电子产品', '服装', '玩具'})"
0.010132874074074073,"frozenset({'运动户外', '服装', '玩具'})"
0.012992229629629629,"frozenset({'服装', '银联', '玩具'})"
0.03919068888888889,"frozenset({'服装', '食品', '玩具'})"
0.03177699259259259,"frozenset({'电子产品', '服装', '现金'})"
0.03178369629629629,"frozenset({'服装', '现金', '食品'})"
0.02576757037037037,"frozenset({'电子产品', '服装', '运动户外'})"
0.03176028888888889,"frozenset({'电子产品', '服装', '银联'})"
0.09896354074074074,"frozenset({'电子产品', '服装', '食品'})"
0.02580462962962963,"frozenset({'服装', '食品', '运动户外'})"
0.03179713333333333,"frozenset({'服装', '食品', '银联'})"
0.010198718518518519,"frozenset({'电子产品', '母婴', '玩具'})"
0.010190607407407407,"frozenset({'母婴', '食品', '玩具'})"
0.025974948148148148,"frozenset({'电子产品', '母婴', '食品'})"
0.025251503703703704,"frozenset({'汽车用品', '电子产品', '食品'})"
0.012903007407407407,"frozenset({'电子产品', '现金', '玩具'})"
0.012884214814814814,"frozenset({'现金', '玩具', '食品'})"
0.010051866666666666,"frozenset({'运动户外', '电子产品', '玩具'})"
0.012892474074074074,"frozenset({'电子产品', '银联', '玩具'})"
0.038965962962962966,"frozenset({'电子产品', '食品', '玩具'})"
0.010054503703703704,"frozenset({'运动户外', '食品', '玩具'})"
0.012898192592592592,"frozenset({'食品', '银联', '玩具'})"
0.03158702222222222,"frozenset({'电子产品', '现金', '食品'})"
0.02562014074074074,"frozenset({'电子产品', '食品', '运动户外'})"
0.0316064962962963,"frozenset({'电子产品', '食品', '银联'})"
0.014146755555555555,"frozenset({'电子产品', '服装', '食品', '云闪付'})"
0.014148666666666667,"frozenset({'信用卡', '电子产品', '服装', '食品'})"
0.014154651851851852,"frozenset({'电子产品', '服装', '食品', '储蓄卡'})"
0.01851594074074074,"frozenset({'电子产品', '服装', '食品', '家居'})"
0.014125911111111111,"frozenset({'电子产品', '服装', '食品', '微信支付'})"
0.014142244444444445,"frozenset({'电子产品', '服装', '食品', '支付宝'})"
0.014525081481481482,"frozenset({'电子产品', '服装', '食品', '玩具'})"
0.014121407407407407,"frozenset({'电子产品', '服装', '现金', '食品'})"
0.014123903703703703,"frozenset({'电子产品', '服装', '食品', '银联'})"
